Pertanyaan,Jawaban
"Dimana lokasi atau provinsi MAGDATAMA KARYA USAHA?","MAGDATAMA KARYA USAHA berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk MAGDATAMA KARYA USAHA?","Kualifikasi perusahaan MAGDATAMA KARYA USAHA adalah PT."
"Siapa TEKNINDO?","TEKNINDO adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: BG009."
"Bagaimana status rekanan TEKNINDO?","TEKNINDO memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha TEKNINDO?","TEKNINDO bergerak di bidang Supplier Besar (FURNITURE, SUPPLIER)."
"Dimana lokasi atau provinsi TEKNINDO?","TEKNINDO berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk TEKNINDO?","Kualifikasi perusahaan TEKNINDO adalah PT."
"Siapa ANGDIYO TRISATRIA KARYA?","ANGDIYO TRISATRIA KARYA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sulawesi Selatan. Kode SBU: ST003."
"Bagaimana status rekanan ANGDIYO TRISATRIA KARYA?","ANGDIYO TRISATRIA KARYA memiliki status rekanan Unverified."
"Apa bidang usaha ANGDIYO TRISATRIA KARYA?","ANGDIYO TRISATRIA KARYA bergerak di bidang Sub Kontraktor Kecil dan Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi ANGDIYO TRISATRIA KARYA?","ANGDIYO TRISATRIA KARYA berlokasi di Sulawesi Selatan."
"Apa kualifikasi perusahaan untuk ANGDIYO TRISATRIA KARYA?","Kualifikasi perusahaan ANGDIYO TRISATRIA KARYA adalah PT."
"Siapa MEKAR JAYA?","MEKAR JAYA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan MEKAR JAYA?","MEKAR JAYA memiliki status rekanan Unverified."
"Apa bidang usaha MEKAR JAYA?","MEKAR JAYA bergerak di bidang Sub Kontraktor Kecil dan Menengah (GALIAN & TIMBUNAN, SUBKON)."
"Dimana lokasi atau provinsi MEKAR JAYA?","MEKAR JAYA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MEKAR JAYA?","Kualifikasi perusahaan MEKAR JAYA adalah PT."
"Siapa GEORAMA KARYA INDONESIA?","GEORAMA KARYA INDONESIA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Besar,, berlokasi di Jawa Barat. Kode SBU: IT003."
"Bagaimana status rekanan GEORAMA KARYA INDONESIA?","GEORAMA KARYA INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha GEORAMA KARYA INDONESIA?","GEORAMA KARYA INDONESIA bergerak di bidang Supplier Besar, (Tidak diketahui)."
"Dimana lokasi atau provinsi GEORAMA KARYA INDONESIA?","GEORAMA KARYA INDONESIA berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk GEORAMA KARYA INDONESIA?","Kualifikasi perusahaan GEORAMA KARYA INDONESIA adalah PT."
"Siapa MEGA SELARAS UTAMA?","MEGA SELARAS UTAMA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Besar, berlokasi di Banten. Kode SBU: BG004."
"Bagaimana status rekanan MEGA SELARAS UTAMA?","MEGA SELARAS UTAMA memiliki status rekanan Unverified."
"Apa bidang usaha MEGA SELARAS UTAMA?","MEGA SELARAS UTAMA bergerak di bidang Supplier Besar (ELECTRICAL & CABLE POWER , SUPPLIER ;)."
"Dimana lokasi atau provinsi MEGA SELARAS UTAMA?","MEGA SELARAS UTAMA berlokasi di Banten."
"Apa kualifikasi perusahaan untuk MEGA SELARAS UTAMA?","Kualifikasi perusahaan MEGA SELARAS UTAMA adalah PT."
"Siapa JATIKAWI GROUP?","JATIKAWI GROUP adalah vendor dengan status Rekanan Terdaftar, kualifikasi CV, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi),, berlokasi di DKI Jakarta. Kode SBU: PL003."
"Bagaimana status rekanan JATIKAWI GROUP?","JATIKAWI GROUP memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha JATIKAWI GROUP?","JATIKAWI GROUP bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), (SEWA KENDARAAN)."
"Dimana lokasi atau provinsi JATIKAWI GROUP?","JATIKAWI GROUP berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk JATIKAWI GROUP?","Kualifikasi perusahaan JATIKAWI GROUP adalah CV."
"Siapa HIDAYAT?","HIDAYAT adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan HIDAYAT?","HIDAYAT memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha HIDAYAT?","HIDAYAT bergerak di bidang Supplier Besar (KAYU, SUPPLIER ;)."
"Dimana lokasi atau provinsi HIDAYAT?","HIDAYAT berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk HIDAYAT?","Kualifikasi perusahaan HIDAYAT adalah PT."
"Siapa CIPTA SURAMADU CONSULTANT?","CIPTA SURAMADU CONSULTANT adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di Jawa Barat. Kode SBU: RK002."
"Bagaimana status rekanan CIPTA SURAMADU CONSULTANT?","CIPTA SURAMADU CONSULTANT memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha CIPTA SURAMADU CONSULTANT?","CIPTA SURAMADU CONSULTANT bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi (TEKNOLOGI INFORMASI / IT)."
"Dimana lokasi atau provinsi CIPTA SURAMADU CONSULTANT?","CIPTA SURAMADU CONSULTANT berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk CIPTA SURAMADU CONSULTANT?","Kualifikasi perusahaan CIPTA SURAMADU CONSULTANT adalah PT."
"Siapa GRAHA KENCANA PERKASA?","GRAHA KENCANA PERKASA adalah vendor dengan status Registered, kualifikasi CV, di bidang Tidak diketahui, berlokasi di DI Aceh. Kode SBU: BG001."
"Bagaimana status rekanan GRAHA KENCANA PERKASA?","GRAHA KENCANA PERKASA memiliki status rekanan Registered."
"Apa bidang usaha GRAHA KENCANA PERKASA?","GRAHA KENCANA PERKASA bergerak di bidang Tidak diketahui (Tidak diketahui)."
"Dimana lokasi atau provinsi GRAHA KENCANA PERKASA?","GRAHA KENCANA PERKASA berlokasi di DI Aceh."
"Apa kualifikasi perusahaan untuk GRAHA KENCANA PERKASA?","Kualifikasi perusahaan GRAHA KENCANA PERKASA adalah CV."
"Siapa WKI KBK KSO?","WKI KBK KSO adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur. Kode SBU: BG001."
"Bagaimana status rekanan WKI KBK KSO?","WKI KBK KSO memiliki status rekanan Unverified."
"Apa bidang usaha WKI KBK KSO?","WKI KBK KSO bergerak di bidang Sub Kontraktor Kecil dan Menengah (ELECTRICAL & CABLE POWER , SUPPLIER ;)."
"Dimana lokasi atau provinsi WKI KBK KSO?","WKI KBK KSO berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk WKI KBK KSO?","Kualifikasi perusahaan WKI KBK KSO adalah PT."
"Siapa PALEPI GLOBALINDO GROUP?","PALEPI GLOBALINDO GROUP adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BG009."
"Bagaimana status rekanan PALEPI GLOBALINDO GROUP?","PALEPI GLOBALINDO GROUP memiliki status rekanan Unverified."
"Apa bidang usaha PALEPI GLOBALINDO GROUP?","PALEPI GLOBALINDO GROUP bergerak di bidang Supplier Menengah (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi PALEPI GLOBALINDO GROUP?","PALEPI GLOBALINDO GROUP berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PALEPI GLOBALINDO GROUP?","Kualifikasi perusahaan PALEPI GLOBALINDO GROUP adalah PT."
"Siapa ERNIJUTA AGUNG?","ERNIJUTA AGUNG adalah vendor dengan status Registered, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: PL004."
"Bagaimana status rekanan ERNIJUTA AGUNG?","ERNIJUTA AGUNG memiliki status rekanan Registered."
"Apa bidang usaha ERNIJUTA AGUNG?","ERNIJUTA AGUNG bergerak di bidang Sub Kontraktor Kecil dan Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi ERNIJUTA AGUNG?","ERNIJUTA AGUNG berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk ERNIJUTA AGUNG?","Kualifikasi perusahaan ERNIJUTA AGUNG adalah PT."
"Siapa PT PENYELIDIKAN GEOTEKNIK INDONESIA?","PT PENYELIDIKAN GEOTEKNIK INDONESIA adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier, berlokasi di Sumatera Selatan. Kode SBU: AT002."
"Bagaimana status rekanan PT PENYELIDIKAN GEOTEKNIK INDONESIA?","PT PENYELIDIKAN GEOTEKNIK INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha PT PENYELIDIKAN GEOTEKNIK INDONESIA?","PT PENYELIDIKAN GEOTEKNIK INDONESIA bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi PT PENYELIDIKAN GEOTEKNIK INDONESIA?","PT PENYELIDIKAN GEOTEKNIK INDONESIA berlokasi di Sumatera Selatan."
"Apa kualifikasi perusahaan untuk PT PENYELIDIKAN GEOTEKNIK INDONESIA?","Kualifikasi perusahaan PT PENYELIDIKAN GEOTEKNIK INDONESIA adalah CV."
"Siapa GEMA KARYA ABADI?","GEMA KARYA ABADI adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di Tidak diketahui. Kode SBU: BG009."
"Bagaimana status rekanan GEMA KARYA ABADI?","GEMA KARYA ABADI memiliki status rekanan Unverified."
"Apa bidang usaha GEMA KARYA ABADI?","GEMA KARYA ABADI bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi GEMA KARYA ABADI?","GEMA KARYA ABADI berlokasi di Tidak diketahui."
"Apa kualifikasi perusahaan untuk GEMA KARYA ABADI?","Kualifikasi perusahaan GEMA KARYA ABADI adalah PT."
"Siapa GEOTEKNIK UTAMA KONSTRUKSI?","GEOTEKNIK UTAMA KONSTRUKSI adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor, berlokasi di Jawa Barat. Kode SBU: BG009."
"Bagaimana status rekanan GEOTEKNIK UTAMA KONSTRUKSI?","GEOTEKNIK UTAMA KONSTRUKSI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha GEOTEKNIK UTAMA KONSTRUKSI?","GEOTEKNIK UTAMA KONSTRUKSI bergerak di bidang Sub Kontraktor (Tidak diketahui)."
"Dimana lokasi atau provinsi GEOTEKNIK UTAMA KONSTRUKSI?","GEOTEKNIK UTAMA KONSTRUKSI berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk GEOTEKNIK UTAMA KONSTRUKSI?","Kualifikasi perusahaan GEOTEKNIK UTAMA KONSTRUKSI adalah PT."
"Siapa SUCOFINDO?","SUCOFINDO adalah vendor dengan status Rekanan Terseleksi Waskita, kualifikasi PT, di bidang Supplier Besar,, berlokasi di DKI Jakarta. Kode SBU: RK001."
"Bagaimana status rekanan SUCOFINDO?","SUCOFINDO memiliki status rekanan Rekanan Terseleksi Waskita."
"Apa bidang usaha SUCOFINDO?","SUCOFINDO bergerak di bidang Supplier Besar, (ELEKTRIKAL, SUBKON ;)."
"Dimana lokasi atau provinsi SUCOFINDO?","SUCOFINDO berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk SUCOFINDO?","Kualifikasi perusahaan SUCOFINDO adalah PT."
"Siapa Alwindo Nusantara?","Alwindo Nusantara adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier Menengah, berlokasi di Kalimantan Timur. Kode SBU: PB001."
"Bagaimana status rekanan Alwindo Nusantara?","Alwindo Nusantara memiliki status rekanan Unverified."
"Apa bidang usaha Alwindo Nusantara?","Alwindo Nusantara bergerak di bidang Supplier Menengah (CONCRETE GROUTING, SUPPLIER)."
"Dimana lokasi atau provinsi Alwindo Nusantara?","Alwindo Nusantara berlokasi di Kalimantan Timur."
"Apa kualifikasi perusahaan untuk Alwindo Nusantara?","Kualifikasi perusahaan Alwindo Nusantara adalah CV."
"Siapa INTI KARYA JAYA PERKASA?","INTI KARYA JAYA PERKASA adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier Menengah, berlokasi di Sulawesi Selatan. Kode SBU: BS001."
"Bagaimana status rekanan INTI KARYA JAYA PERKASA?","INTI KARYA JAYA PERKASA memiliki status rekanan Unverified."
"Apa bidang usaha INTI KARYA JAYA PERKASA?","INTI KARYA JAYA PERKASA bergerak di bidang Supplier Menengah (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi INTI KARYA JAYA PERKASA?","INTI KARYA JAYA PERKASA berlokasi di Sulawesi Selatan."
"Apa kualifikasi perusahaan untuk INTI KARYA JAYA PERKASA?","Kualifikasi perusahaan INTI KARYA JAYA PERKASA adalah CV."
"Siapa INDOKASWA MITRATAMA PERKASA?","INDOKASWA MITRATAMA PERKASA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Banten. Kode SBU: BS002."
"Bagaimana status rekanan INDOKASWA MITRATAMA PERKASA?","INDOKASWA MITRATAMA PERKASA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha INDOKASWA MITRATAMA PERKASA?","INDOKASWA MITRATAMA PERKASA bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi INDOKASWA MITRATAMA PERKASA?","INDOKASWA MITRATAMA PERKASA berlokasi di Banten."
"Apa kualifikasi perusahaan untuk INDOKASWA MITRATAMA PERKASA?","Kualifikasi perusahaan INDOKASWA MITRATAMA PERKASA adalah PT."
"Siapa LEMOTATA GRAHAMAS?","LEMOTATA GRAHAMAS adalah vendor dengan status Unverified, kualifikasi CV, di bidang Sewa Alat, berlokasi di Kalimantan Timur. Kode SBU: IN003."
"Bagaimana status rekanan LEMOTATA GRAHAMAS?","LEMOTATA GRAHAMAS memiliki status rekanan Unverified."
"Apa bidang usaha LEMOTATA GRAHAMAS?","LEMOTATA GRAHAMAS bergerak di bidang Sewa Alat (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi LEMOTATA GRAHAMAS?","LEMOTATA GRAHAMAS berlokasi di Kalimantan Timur."
"Apa kualifikasi perusahaan untuk LEMOTATA GRAHAMAS?","Kualifikasi perusahaan LEMOTATA GRAHAMAS adalah CV."
"Siapa DAYA CIPTA UTAMA PUSAKA?","DAYA CIPTA UTAMA PUSAKA adalah vendor dengan status Registered, kualifikasi PT, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan DAYA CIPTA UTAMA PUSAKA?","DAYA CIPTA UTAMA PUSAKA memiliki status rekanan Registered."
"Apa bidang usaha DAYA CIPTA UTAMA PUSAKA?","DAYA CIPTA UTAMA PUSAKA bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi (Tidak diketahui)."
"Dimana lokasi atau provinsi DAYA CIPTA UTAMA PUSAKA?","DAYA CIPTA UTAMA PUSAKA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk DAYA CIPTA UTAMA PUSAKA?","Kualifikasi perusahaan DAYA CIPTA UTAMA PUSAKA adalah PT."
"Siapa MULTI KREASI SIGN?","MULTI KREASI SIGN adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di DKI Jakarta. Kode SBU: BG009."
"Bagaimana status rekanan MULTI KREASI SIGN?","MULTI KREASI SIGN memiliki status rekanan Unverified."
"Apa bidang usaha MULTI KREASI SIGN?","MULTI KREASI SIGN bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi MULTI KREASI SIGN?","MULTI KREASI SIGN berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MULTI KREASI SIGN?","Kualifikasi perusahaan MULTI KREASI SIGN adalah PT."
"Siapa RODAMAS INTI TEKNIKA?","RODAMAS INTI TEKNIKA adalah vendor dengan status Unverified, kualifikasi CV, di bidang Supplier, berlokasi di Jawa Tengah. Kode SBU: IN008."
"Bagaimana status rekanan RODAMAS INTI TEKNIKA?","RODAMAS INTI TEKNIKA memiliki status rekanan Unverified."
"Apa bidang usaha RODAMAS INTI TEKNIKA?","RODAMAS INTI TEKNIKA bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi RODAMAS INTI TEKNIKA?","RODAMAS INTI TEKNIKA berlokasi di Jawa Tengah."
"Apa kualifikasi perusahaan untuk RODAMAS INTI TEKNIKA?","Kualifikasi perusahaan RODAMAS INTI TEKNIKA adalah CV."
"Siapa NAGA SURYA INDAH?","NAGA SURYA INDAH adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: PL003."
"Bagaimana status rekanan NAGA SURYA INDAH?","NAGA SURYA INDAH memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha NAGA SURYA INDAH?","NAGA SURYA INDAH bergerak di bidang Sub Kontraktor Besar (BEARING PAD, SUBKON ;)."
"Dimana lokasi atau provinsi NAGA SURYA INDAH?","NAGA SURYA INDAH berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk NAGA SURYA INDAH?","Kualifikasi perusahaan NAGA SURYA INDAH adalah PT."
"Siapa Surya Mandiri Perkasa?","Surya Mandiri Perkasa adalah vendor dengan status Waiting List Dokumen, kualifikasi CV, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Sumatera Utara. Kode SBU: KK001."
"Bagaimana status rekanan Surya Mandiri Perkasa?","Surya Mandiri Perkasa memiliki status rekanan Waiting List Dokumen."
"Apa bidang usaha Surya Mandiri Perkasa?","Surya Mandiri Perkasa bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi Surya Mandiri Perkasa?","Surya Mandiri Perkasa berlokasi di Sumatera Utara."
"Apa kualifikasi perusahaan untuk Surya Mandiri Perkasa?","Kualifikasi perusahaan Surya Mandiri Perkasa adalah CV."
"Siapa PADU KARYA JAYA NUSA?","PADU KARYA JAYA NUSA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Jawa Timur. Kode SBU: PL004."
"Bagaimana status rekanan PADU KARYA JAYA NUSA?","PADU KARYA JAYA NUSA memiliki status rekanan Unverified."
"Apa bidang usaha PADU KARYA JAYA NUSA?","PADU KARYA JAYA NUSA bergerak di bidang Supplier Menengah (AIR CONDITIONING / AC & FAN, SUPPLIER ;)."
"Dimana lokasi atau provinsi PADU KARYA JAYA NUSA?","PADU KARYA JAYA NUSA berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk PADU KARYA JAYA NUSA?","Kualifikasi perusahaan PADU KARYA JAYA NUSA adalah PT."
"Siapa ANUGERAH TIRTA INDONESIA?","ANUGERAH TIRTA INDONESIA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor, berlokasi di DKI Jakarta. Kode SBU: BS005."
"Bagaimana status rekanan ANUGERAH TIRTA INDONESIA?","ANUGERAH TIRTA INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha ANUGERAH TIRTA INDONESIA?","ANUGERAH TIRTA INDONESIA bergerak di bidang Sub Kontraktor (Tidak diketahui)."
"Dimana lokasi atau provinsi ANUGERAH TIRTA INDONESIA?","ANUGERAH TIRTA INDONESIA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk ANUGERAH TIRTA INDONESIA?","Kualifikasi perusahaan ANUGERAH TIRTA INDONESIA adalah PT."
"Siapa Atap Perkasa?","Atap Perkasa adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di Jawa Timur. Kode SBU: BG001."
"Bagaimana status rekanan Atap Perkasa?","Atap Perkasa memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha Atap Perkasa?","Atap Perkasa bergerak di bidang Supplier Besar (ACP / ALUMINIUM COMPOSITE PANEL, SUPPLIER ;)."
"Dimana lokasi atau provinsi Atap Perkasa?","Atap Perkasa berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk Atap Perkasa?","Kualifikasi perusahaan Atap Perkasa adalah PT."
"Siapa INDOCAST FRANSASIA SEJAHTERA?","INDOCAST FRANSASIA SEJAHTERA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Sumatera Utara. Kode SBU: IN004."
"Bagaimana status rekanan INDOCAST FRANSASIA SEJAHTERA?","INDOCAST FRANSASIA SEJAHTERA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha INDOCAST FRANSASIA SEJAHTERA?","INDOCAST FRANSASIA SEJAHTERA bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi) (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi INDOCAST FRANSASIA SEJAHTERA?","INDOCAST FRANSASIA SEJAHTERA berlokasi di Sumatera Utara."
"Apa kualifikasi perusahaan untuk INDOCAST FRANSASIA SEJAHTERA?","Kualifikasi perusahaan INDOCAST FRANSASIA SEJAHTERA adalah PT."
"Siapa MULTI BANGUN INDONESIA?","MULTI BANGUN INDONESIA adalah vendor dengan status Registered, kualifikasi PT, di bidang Sub Kontraktor, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan MULTI BANGUN INDONESIA?","MULTI BANGUN INDONESIA memiliki status rekanan Registered."
"Apa bidang usaha MULTI BANGUN INDONESIA?","MULTI BANGUN INDONESIA bergerak di bidang Sub Kontraktor (Tidak diketahui)."
"Dimana lokasi atau provinsi MULTI BANGUN INDONESIA?","MULTI BANGUN INDONESIA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MULTI BANGUN INDONESIA?","Kualifikasi perusahaan MULTI BANGUN INDONESIA adalah PT."
"Siapa SARANA BANGUN INDAH?","SARANA BANGUN INDAH adalah vendor dengan status Rekanan Terseleksi Waskita, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Balikesir. Kode SBU: BS001."
"Bagaimana status rekanan SARANA BANGUN INDAH?","SARANA BANGUN INDAH memiliki status rekanan Rekanan Terseleksi Waskita."
"Apa bidang usaha SARANA BANGUN INDAH?","SARANA BANGUN INDAH bergerak di bidang Supplier Menengah (BBM / BAHAN BAKAR MINYAK, SUPPLIER)."
"Dimana lokasi atau provinsi SARANA BANGUN INDAH?","SARANA BANGUN INDAH berlokasi di Balikesir."
"Apa kualifikasi perusahaan untuk SARANA BANGUN INDAH?","Kualifikasi perusahaan SARANA BANGUN INDAH adalah PT."
"Siapa TRIA BHUMI PRAWARA?","TRIA BHUMI PRAWARA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan TRIA BHUMI PRAWARA?","TRIA BHUMI PRAWARA memiliki status rekanan Unverified."
"Apa bidang usaha TRIA BHUMI PRAWARA?","TRIA BHUMI PRAWARA bergerak di bidang Sub Kontraktor Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi TRIA BHUMI PRAWARA?","TRIA BHUMI PRAWARA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk TRIA BHUMI PRAWARA?","Kualifikasi perusahaan TRIA BHUMI PRAWARA adalah PT."
"Siapa YULIANA INTI PERSADA?","YULIANA INTI PERSADA adalah vendor dengan status Rekanan Terdaftar, kualifikasi CV, di bidang Supplier Menengah,, berlokasi di Jawa Tengah. Kode SBU: BS002."
"Bagaimana status rekanan YULIANA INTI PERSADA?","YULIANA INTI PERSADA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha YULIANA INTI PERSADA?","YULIANA INTI PERSADA bergerak di bidang Supplier Menengah, (ALAT & MATERIAL BANTU PROYEK, SUPPLIER ;)."
"Dimana lokasi atau provinsi YULIANA INTI PERSADA?","YULIANA INTI PERSADA berlokasi di Jawa Tengah."
"Apa kualifikasi perusahaan untuk YULIANA INTI PERSADA?","Kualifikasi perusahaan YULIANA INTI PERSADA adalah CV."
